Artist_name,Album name,Track title,Track number,Lyric,Line number,Year
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",73,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Di-ana, nah",74,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Dirty Diana,75,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Come on!,76,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Come on!,77,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Come on!,78,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Come on!,79,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It was on a street so evil,1,2017
Michael Jackson,Michael Jackson Scream,Torture,6,So bad that even hell disowned it,2,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Every single step was trouble,3,2017
Michael Jackson,Michael Jackson Scream,Torture,6,For the fool who stumbled on it,4,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Eyes within the dark were watching,5,2017
Michael Jackson,Michael Jackson Scream,Torture,6,I felt the sudden chill of danger,6,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Something told me keep on walking,7,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Told me I should not have come there,8,2017
Michael Jackson,Michael Jackson Scream,Torture,6,"Baby, 'cause you cut me like a knife",9,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Without your love in my life,10,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Alone I walk in the night,11,2017
Michael Jackson,Michael Jackson Scream,Torture,6,'Cause I just can't stop this feelin',12,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,13,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,14,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,15,2017
Michael Jackson,Michael Jackson Scream,Torture,6,She was up a stair to nowhere,16,2017
Michael Jackson,Michael Jackson Scream,Torture,6,A room forever I'll remember,17,2017
Michael Jackson,Michael Jackson Scream,Torture,6,She stared as though I should have known her,18,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Tell me what's your pain or pleasure,19,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Every little thing you find here,20,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Is simply for the thrill you're after,21,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Loneliness or hearts of fire,22,2017
Michael Jackson,Michael Jackson Scream,Torture,6,I am here to serve all masters,23,2017
Michael Jackson,Michael Jackson Scream,Torture,6,She said reality is a knife,24,2017
Michael Jackson,Michael Jackson Scream,Torture,6,When there's no love in your life,25,2017
Michael Jackson,Michael Jackson Scream,Torture,6,And merciful is the night,26,2017
Michael Jackson,Michael Jackson Scream,Torture,6,When you just can't stop this feeling,27,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,28,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,29,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,30,2017
Michael Jackson,Michael Jackson Scream,Torture,6,"And I still can't find the meaning, no no no",31,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Of the face I keep on seeing,32,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Was she real or am I dreaming,33,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Did the sound of your name,34,2017
Michael Jackson,Michael Jackson Scream,Torture,6,"Turn a wheel, start the flame in me",35,2017
Michael Jackson,Michael Jackson Scream,Torture,6,"Baby, 'cause you cut me like a knife",36,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Without your love in my life,37,2017
Michael Jackson,Michael Jackson Scream,Torture,6,Alone I walk in the night,38,2017
Michael Jackson,Michael Jackson Scream,Torture,6,And I just can't stop this feelin',39,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,40,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,41,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,42,2017
Michael Jackson,Michael Jackson Scream,Torture,6,She said reality is a knife,43,2017
Michael Jackson,Michael Jackson Scream,Torture,6,When there's no love in your life,44,2017
Michael Jackson,Michael Jackson Scream,Torture,6,And merciful is the night,45,2017
Michael Jackson,Michael Jackson Scream,Torture,6,When you just can't stop this feeling,46,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,47,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,48,2017
Michael Jackson,Michael Jackson Scream,Torture,6,It's torture,49,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,I don't care what you talkin' 'bout baby,1,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,I don't care what you say,2,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't you come walkin' beggin' back mama,3,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,I don't care anyway,4,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Dime after dime, I gave you all of my money",5,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,No excuses to make,6,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Ain't no mountain that I can't climb baby,7,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,All is going my way,8,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,'Cause there's a time when you're right,9,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And you know you must fight,10,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Who's laughing baby, don't you know",11,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And there's the choice that we make,12,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And this choice you will take,13,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Who's laughin' baby?,14,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,So just leave me alone,15,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone (leave me alone),16,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone,17,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Leave me alone (leave me alone, leave me alone, leave me alone)",18,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone (leave me alone) stop it!,19,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Just stop doggin' me around,20,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"There was a time I used to say, ""Girl I need you""",21,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,But who is sorry now?,22,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"You really hurt, you used to take and deceive me",23,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Now who is sorry now?,24,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,You got a way of making me feel so sorry,25,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,I found out right away,26,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Don't you come walkin', beggin', I ain't lovin' you",27,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't you get in my way,28,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,'Cause there's a time when you're right,29,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And you know you must fight,30,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Who's laughing baby, don't you know",31,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And there's the choice that we make,32,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And this choice you will take,33,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Who's laughin' baby?,34,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,So just leave me alone,35,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone (leave me alone),36,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone,37,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Leave me alone (leave me alone, leave me alone, leave me alone)",38,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone (leave me alone) stop it!,39,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Just stop doggin' me around,40,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,'Cause there's a time when you're right,41,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And you know you must fight,42,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Who's laughing baby, don't you know, girl",43,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"And there's the choice that we make (that we make, and, that we make, and)",44,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,And this choice you will take,45,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Who's laughin' baby?,46,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"So just leave me alone, girl",47,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone (leave me alone),48,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone,49,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Leave me alone (leave me alone, leave me alone, leave me alone)",50,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone (leave me alone) stop it!,51,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Just stop doggin' me,52,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Leave me alone (leave me alone, leave me alone)",53,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone,54,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"Leave me alone (leave me alone, leave me alone, leave me alone)",55,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Leave me alone (leave me alone) stop it!,56,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Just stop doggin' me around,57,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come beggin' me,58,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come beggin',59,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come lovin' me,60,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come beggin',61,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,I love you,62,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,I don't want it,63,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,"I don't, I don't, I don't, I",64,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't,65,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come beggin' me,66,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come beggin',67,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come lovin' me,68,2017
Michael Jackson,Michael Jackson Scream,Leave Me Alone,7,Don't come beggin',69,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Tired of injustice,1,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Tired of the schemes,2,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Your lies are disgusting,3,2017
Michael Jackson,Michael Jackson Scream,Scream,8,What does it mean,4,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Kicking me down,5,2017
Michael Jackson,Michael Jackson Scream,Scream,8,I gotta get up,6,2017
Michael Jackson,Michael Jackson Scream,Scream,8,As jacked as it sounds,7,2017
Michael Jackson,Michael Jackson Scream,Scream,8,The whole system sucks,8,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Peek in the shadow,9,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Come into the light,10,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You tell me I'm wrong,11,2017
Michael Jackson,Michael Jackson Scream,Scream,8,then you better prove you're right,12,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You're sellin' out souls but,13,2017
Michael Jackson,Michael Jackson Scream,Scream,8,I care about mine,14,2017
Michael Jackson,Michael Jackson Scream,Scream,8,I've got to get stronger,15,2017
Michael Jackson,Michael Jackson Scream,Scream,8,And I won't give up the fight,16,2017
Michael Jackson,Michael Jackson Scream,Scream,8,With such confusion don't it make you wanna scream,17,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You're bash abusing victimize within the scheme,18,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You try to cope with every lie they scrutinize,19,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Somebody please have mercy 'cause I just can't take it,20,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Stop pressurin' me,21,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Just stop pressurin' me,22,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Stop pressurin' me,23,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Make me wanna scream,24,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Tired of tellin' the story your way,25,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You're causin' confusion,26,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You think it's okay,27,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You keep changin' the rules,28,2017
Michael Jackson,Michael Jackson Scream,Scream,8,While you keep plain' the game,29,2017
Michael Jackson,Michael Jackson Scream,Scream,8,I can't take it much longer,30,2017
Michael Jackson,Michael Jackson Scream,Scream,8,I think I might go insane,31,2017
Michael Jackson,Michael Jackson Scream,Scream,8,with such confusion,32,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Don't it make you wanna scream,33,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Your bach abusin' victimize within the scheme,34,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You find your pleasure scandalizin' every lie,35,2017
Michael Jackson,Michael Jackson Scream,Scream,8,"Oh father, please have mercy",36,2017
Michael Jackson,Michael Jackson Scream,Scream,8,'Cause I just can't take it,37,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Stop pressurin' me,38,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Just stop pressurin' me,39,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Stop pressurin' me,40,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Make me wanna scream,41,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Break down:,42,2017
Michael Jackson,Michael Jackson Scream,Scream,8,"Oh my God, can't believe what I saw on the TV this evening",43,2017
Michael Jackson,Michael Jackson Scream,Scream,8,I was disgusted by all the injustice,44,2017
Michael Jackson,Michael Jackson Scream,Scream,8,All the injustice,45,2017
Michael Jackson,Michael Jackson Scream,Scream,8,With such delusions don't it make you wanna scream,46,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You're bash abusin' victimize within the scheme,47,2017
Michael Jackson,Michael Jackson Scream,Scream,8,You try to cope with every lie they scrutinize,48,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Oh brother please have mercy 'cause I just can't take it,49,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Stop pressurin' me,50,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Just stop pressurin' me,51,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Stop pressurin' me,52,2017
Michael Jackson,Michael Jackson Scream,Scream,8,Make me wanna scream,53,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The way she came into the place,1,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I knew right then and there,2,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,There was something different,3,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,About this girl,4,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The way she moved,5,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,"Her hair, her face, her lines",6,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Divinity in motion,7,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,As she stalked the room,8,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I could feel the aura,9,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Of her presence,10,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Every head turned,11,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Feeling passion and lust,12,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl was persuasive,13,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl I could not trust,14,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl was bad,15,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl was dangerous,16,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I never knew but I was,17,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Walking the line,18,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Come go with me,19,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I said I have no time,20,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,And don't you pretend we didn't,21,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Talk on the phone,22,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,My baby cried,23,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,She left me standing alone,24,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,She's so dangerous,25,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl is so dangerous,26,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Take away my money,27,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Throw away my time,28,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You can call me honey,29,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But you're no damn good for me,30,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,She came at me in sections,31,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,With the eyes of desire,32,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I fell trapped into her,33,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Web of sin,34,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,"A touch, a kiss",35,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,A whisper of love,36,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I was at the point,37,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Of no return,38,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Deep in the darkness of,39,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Passion's insanity,40,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I felt taken by lust's,41,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Strange inhumanity,42,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,This girl was persuasive,43,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,This girl I could not trust,44,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl was bad,45,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl was dangerous,46,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I never knew,47,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But I was living in vain,48,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,She called my house,49,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,She said you know my name,50,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,And don't you pretend,51,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You never did me before,52,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,With tears in her eyes,53,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,My baby walked out the door,54,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,She's so dangerous,55,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl is so dangerous,56,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Take away my money,57,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Throw away my time,58,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You can call me honey,59,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But you're no damn good for me,60,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Dangerous,61,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl is so dangerous,62,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I have to pray to god,63,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,'Cause I know how,64,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Lust can blind,65,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,It's a passion in my soul,66,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But you're no damn lover,67,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Friend of mine,68,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I can not sleep alone tonight,69,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,My baby left me here tonight,70,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I cannot cope 'til it's all right,71,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You and your manipulation,72,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You hurt my baby,73,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,And then it happened,74,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,She touched me,75,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,For the lips of,76,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,A strange woman,77,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Drop as a honeycomb,78,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,And her mouth was,79,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Smoother than oil,80,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But her inner spirit and words,81,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Were as sharp as,82,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,A two-edged sword,83,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But I loved it,84,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,'Cause it's dangerous,85,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Dangerous,86,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl is so dangerous,87,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Take away my money,88,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Throw away my time,89,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You can call me honey,90,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But you're no damn good for me,91,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Dangerous,92,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl is so dangerous,93,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Take away my money,94,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Throw away my time,95,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You can call me honey,96,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But you're no damn good for me,97,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Dangerous,98,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl is so dangerous,99,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Take away my money,100,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Throw away my time,101,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,You can call me honey,102,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But you're no damn good for me,103,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Dangerous,104,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,The girl is so dangerous,105,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,I have to pray to god,106,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,'cause I know how,107,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Lust can blind,108,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,It's a passion in my soul,109,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,But you're no damn lover,110,2017
Michael Jackson,Michael Jackson Scream,Dangerous,9,Friend of mine,111,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Took my hand,1,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Touched my heart,2,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Held me close,3,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,You were always there,4,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,By my side,5,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Night and day,6,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Through it all,7,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Maybe come what may,8,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Swept away on a wave of emotion,9,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Over-caught in the eye of the storm,10,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,And whenever you smile,11,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I can hardly believe that you're mine,12,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Believe that you're mine,13,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,This love is,14,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,It's unmistakable,15,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,And each time I look in your eyes,16,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I know why,17,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,This love is untouchable,18,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I feel that my heart just can't deny,19,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Each time I look in your eyes,20,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,"Oh baby, I know why",21,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,This love is unbreakable,22,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Shared the laughter,23,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Shared the tears,24,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,We both know,25,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,We'll go on from here,26,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,'Cause together we are strong,27,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,In my arms,28,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,That's where you belong,29,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I've been touched by the hands of an angel,30,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I've been blessed by the power of love,31,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,And whenever you smile,32,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I can hardly believe that you're mine,33,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,This love is unbreakable,34,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,It's unmistakable,35,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Each time I look in your eyes,36,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I know why,37,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,This love is untouchable,38,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,I feel that my heart just can't deny,39,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Each time you whisper my name,40,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,"Oh baby, I know why",41,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,This love is unbreakable,42,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,Through fire and flame,43,2017
Michael Jackson,Michael Jackson Scream,Unbreakable,10,When all this over,44,2017
